title,author_name,url,image_url,category_name,sub_category_name,inner_title,details,published_date,update_date
US to work with Bangladesh to ‘enhance economic investment’ in next 50 years and beyond,Karim Waheed,https://unb.com.bd/category/Sports/Foreign Affairs/131561,https://cosmosgroup.sgp1.cdn.digitaloceanspaces.com/news/3293455.webp,Bangladesh,Foreign Affairs,US to work with Bangladesh to ‘enhance economic investment’ in next 50 years and beyond,"a:4:{s:7:""details"";a:1:{i:0;s:3145:""<p>The United States has said it looks forward to working with Bangladesh to ""enhance economic investment"" over the next 50 years and beyond.</p>
<p>The visiting US delegation met Salman F Rahman, Private Industry and Investment Adviser to PM Sheikh Hasina, to hear how government and private companies are collaborating.</p>
<p>Eileen Laubacher, Special Assistant to the President and Senior Director for South Asia, US National Security Council (NSC); Michael Schiffer, USAID Assistant Administrator, Bureau for Asia; and Afreen Akhter, US Department of State Deputy Assistant Secretary for South and Central Asia, are on a three-day visit to Bangladesh.</p>
<p>For over 50 years, the US has partnered with the government and the people of Bangladesh, providing over $8 billion to tackle issues like public health, education, energy, environment, food security, natural disasters, and more.</p>
<p>Read: <a href=""https://www.unb.com.bd/category/Bangladesh/want-to-create-a-new-chapter-in-our-relations-foreign-minister-says-after-meeting-with-us-delegation/131545"">Want to create a new chapter in our relations: Foreign Minister says after meeting with US delegation</a></p>
<p>The United States is one of the largest investors in Bangladesh and its largest single country export market, said the US Embassy in Dhaka.</p>
<p>""Our leadership from Washington D.C. joined local economic experts to discuss a range of issues impacting the bilateral trade relationship,"" said the US Embassy.</p>
<p>The United States ""stands ready"" to help Bangladesh create a business climate that attracts more investment from the US.</p>
<p>The delegation discussed ways to improve the business environment, making investment in Bangladesh more attractive to American companies.</p>
<p>Read: <a href=""https://www.unb.com.bd/category/Environment/bangladesh-us-relations-will-be-stronger-based-on-environment-climate-actions-environment-minister/131539"">Bangladesh-US relations will be stronger based on environment, climate actions: Environment Minister</a></p>
<p>The three officials, according to the US side, are visiting Bangladesh to discuss with the government of Bangladesh ways to ""strengthen diplomatic ties, address challenges, and promote a shared vision for the advancement of mutual interests in the Indo-Pacific region.""</p>
<p>They also met Foreign Minister Dr Hasan Mahmud, Foreign Secretary Masud Bin Momen, civil society representatives, labour leaders, youth activists and those engaged in developing a free and uncensored media.</p>
<p>""We discussed with the Foreign Minister how our two countries can work on mutual interests, including economic development, security, refugees, climate, labor, and trade,"" said the US Embassy in a separate message after the meeting.</p>
<p>Bangladesh is an important partner in the Indo-Pacific region, it said.</p>
<p>Read more: <a href=""https://www.unb.com.bd/category/Bangladesh/us-deputy-assistant-secretary-meets-bangladeshi-civil-society-members-including-zillur-and-adilur/131532"">US Deputy Assistant Secretary meets Bangladeshi civil society members including Zillur and Adilur</a></p>"";}s:5:""image"";a:1:{i:0;N;}s:8:""captions"";a:1:{i:0;N;}s:3:""alt"";a:1:{i:0;N;}}",2024-02-26 09:12:06,2024-02-26 10:37:24
Dhaka’s air ‘unhealthy’ this morning,Karim Waheed,,https://cosmosgroup.sgp1.cdn.digitaloceanspaces.com/news/1796312.webp,Environment,,Dhaka’s air ‘unhealthy’ this morning,"a:4:{s:7:""details"";a:1:{i:0;s:2070:""<p>Dhaka has ranked 10th on the list of cities with the worst air quality with an AQI index of 160 at 9 am this morning (February 26, 2024).</p>
<p>Dhaka&rsquo;s air was classified as 'unhealthy', according to the air quality index.</p>
<p>Pakistan&rsquo;s Lahore, India&rsquo;s Delhi and Mumbai occupied the first, second and third spots on the list, with AQI scores of 191, 183 and 173 respectively.</p>
<p>Read: <a href=""https://www.unb.com.bd/category/Bangladesh/aqi-dhakas-air-2nd-most-polluted-in-the-world-this-morning/116326"">AQI: Dhaka&rsquo;s air 2nd most polluted in the world this morning</a></p>
<p>When the AQI value for particle pollution is between 101 and 150, air quality is considered &lsquo;unhealthy for sensitive groups&rsquo;, between 150 and 200 is &lsquo;unhealthy&rsquo;, between 201 and 300 is said to be 'very unhealthy', while a reading of 301+ is considered 'hazardous', posing serious health risks to residents.</p>
<p>The AQI, an index for reporting daily air quality, informs people how clean or polluted the air of a certain city is and what associated health effects might be a concern for them.</p>
<p>The AQI in Bangladesh is based on five pollutants: particulate matter (PM10 and PM2.5), NO2, CO, SO2, and ozone.</p>
<p>Read: <a href=""https://www.unb.com.bd/category/Environment/aqi-dhakas-air-quality-moderate-this-morning/112956"">AQI: Dhaka's air quality 'moderate' this morning&nbsp;</a></p>
<p>Dhaka has long been grappling with air pollution issues. Its air quality usually turns unhealthy in winter and improves during the monsoon.</p>
<p>As per World Health Organization (WHO), air pollution kills an estimated seven million people worldwide every year, mainly due to increased mortality from stroke, heart disease, chronic obstructive pulmonary disease, lung cancer, and acute respiratory infections.</p>
<p>Read more: <a href=""https://www.unb.com.bd/category/Bangladesh/aqi-dhakas-air-unhealthy-for-sensitive-groups-this-morning/112398"">AQI: Dhaka's air 'unhealthy for sensitive groups' this morning&nbsp;</a></p>"";}s:5:""image"";a:1:{i:0;N;}s:8:""captions"";a:1:{i:0;N;}s:3:""alt"";a:1:{i:0;N;}}",2024-02-26 09:28:44,2024-02-26 09:57:28
Why Are We Asked to Put Our Phones on Airplane Mode During Flights?,"Rifat Tabassam, Karim Waheed",https://unb.com.bd/category/Sports/Tech News/131569,https://cosmosgroup.sgp1.cdn.digitaloceanspaces.com/news/3487540.webp,Tech,Tech News,Why Are We Asked to Put Our Phones on Airplane Mode During Flights?,"a:4:{s:7:""details"";a:2:{i:0;s:2592:""<p>Ever wondered why you're asked to <strong>put your phone on airplane mode during flights</strong>? It's a common request once the plane doors close and the flight attendants start their safety instructions. While it might be tough to disconnect, especially on longer flights, airplane mode is necessary. But what exactly is it, and why do airlines insist on it? Let's dive into the science behind this familiar practice and <strong>why it's still essential for your phone use during air travel</strong>.</p>
<h2><strong>What is Airplane Mode?</strong></h2>
<p>Airplane mode is a setting available on smartphones that disables all wireless communication features. When activated, it turns off the phone's ability to connect to cellular networks, Wi-Fi signals, and Bluetooth devices. This means that calls, text messages, and notifications will not be received or sent while airplane mode is active. The purpose of airplane mode is to prevent potential interference with aircraft communication systems during flight, making it a requirement for many airlines during the journey.</p>
<h2><strong>Why Must Passengers Put Their Phones on Airplane Mode During Flights?</strong></h2>
<p>Airplane mode is crucial during flights to prevent any potential interference with sensitive airplane systems. These systems, including communication and navigation systems, rely on radio frequencies emitted from the ground. However, cell phones and tablets also use these frequencies for various functions like Wi-Fi, Bluetooth, and data transmission. The problem arises when crosstalk or adjacent-channel interference occurs, where one radio receiver picks up transmissions from nearby frequencies, disrupting the intended signals. This interference can be compared to tuning into a radio station and hearing another station's transmission on a nearby frequency.</p>
<p>Read more: <a href=""https://www.unb.com.bd/category/Tech/can-earthquakes-really-be-predicted/122941"">Can Earthquakes Really be Predicted?</a></p>
<p>Particularly during crucial moments like landing or emergencies, clear communication between the aircraft and ground control is vital. Airplane mode ensures that these communication lines remain open and interference-free. Additionally, with the advent of 5G technology, the risk of interference has increased, as signals from ground antennas and 5G devices might interfere with the airplane's radio altimeters, which gauge the distance from the ground during descent and landing. Therefore, using airplane mode helps ensure safe and uninterrupted communication during flights.</p>"";i:1;s:3036:""<h2><strong>What Happens If You Don&rsquo;t Put Your Phone on Airplane Mode?</strong></h2>
<p>If you forget to turn on airplane mode during a flight or choose to ignore the rules, the risk might seem low, but the potential consequences are serious. Pilots rely on the airplane's radio altimeters to determine the exact height above the ground, especially during challenging landings in poor visibility conditions like fog or snow. If a passenger's 5G-capable device isn't in airplane mode, it could send a signal that interferes with the airplane's radio altimeter, providing inaccurate height readings.</p>
<p>This misinformation could lead to dangerous situations during critical phases of flight, particularly during landing. Even if it's just one person disregarding the rules, it only takes one wrong signal and certain conditions for a disaster to occur. Therefore, it's essential to adhere to airplane mode regulations to ensure the safety of everyone onboard.</p>
<h2><strong>Is There Any Benefit of Putting the Phone on Airplane Mode?</strong></h2>
<p>Putting your phone on airplane mode during a flight offers several advantages. Firstly, it helps save a phone's battery life because it stops searching for cellular networks or Wi-Fi signals. This means your battery will last longer. Additionally, airplane mode speeds up charging because apps stop downloading updates, allowing your phone to charge faster. You'll also experience fewer interruptions without constant notifications and messages.&nbsp;</p>
<p>Read more: <a href=""https://www.unb.com.bd/category/Tech/how-ai-can-improve-education/119364"">How AI Can Improve Education</a></p>
<p>Moreover, airplane mode reduces your exposure to electromagnetic field (EMF) radiation, which can interfere with sensitive aircraft equipment. Lastly, it helps minimize roaming charges, particularly when traveling internationally, by disconnecting from mobile networks and avoiding unexpected fees. To put it simply, using airplane mode on a flight enhances convenience, safety, and comfort.</p>
<h2><strong>Conclusion</strong></h2>
<p>Airplane mode is not just a precaution but a crucial safety measure during flights. It can disable all wireless communication features to prevent interference with sensitive aircraft systems, ensuring clear communication between the aircraft and ground control. Failure to activate airplane mode poses serious risks, potentially disrupting vital equipment like radio altimeters and compromising the safety of the flight.&nbsp;</p>
<p>However, aside from safety, there are several benefits to using airplane mode, including preserving battery life, speeding up charging, reducing interruptions, and minimizing exposure to electromagnetic radiation. Ultimately, adhering to airplane mode regulations enhances the overall convenience, safety, and comfort of air travel.</p>
<p>Read more: <a href=""https://www.unb.com.bd/category/Tech/find-bus-routes-in-dhaka-with-6-android-apps/127832"">Find Bus Routes in Dhaka with 6 Android Apps</a></p>"";}s:5:""image"";a:2:{i:0;s:25:""news/details/9774401.webp"";i:1;N;}s:8:""captions"";a:2:{i:0;s:31:""Representational image: FreePik"";i:1;N;}s:3:""alt"";a:2:{i:0;s:26:""phone airplane mode flight"";i:1;N;}}",2024-02-26 12:39:00,2024-02-26 12:57:51
PM Hasina writes back to Biden,Karim Waheed,https://unb.com.bd/category/Sports/Foreign Affairs/131570,https://cosmosgroup.sgp1.cdn.digitaloceanspaces.com/news/3290389.webp,Bangladesh,Foreign Affairs,PM Hasina writes back to Biden,"a:4:{s:7:""details"";a:1:{i:0;s:3543:""<p>Prime Minister Sheikh Hasina has written back to US President Joe Biden.</p>
<p>Foreign Minister Hasan Mahmud handed over a copy of the letter to Special Assistant to the President and Senior Director for South Asia, US National Security Council (NSC), Eileen Laubacher on Sunday.</p>
<p>It is a response to the letter sent by the US President to the Bangladesh Prime Minister.</p>
<p>Bangladesh Ambassador to USA, Muhammad Imran, will hand over the original copy of the letter to White House.</p>
<p>The Foreign Minister has said that they want a new chapter of relations with Bangladesh.</p>
<p>&ldquo;We want to begin a new chapter of relations with them,&rdquo; he said, adding that the nations will benefit through strengthening the relations.</p>
<p>Eileen Laubacher led an inter-agency US delegation during her meeting with Foreign Minister Hasan at the Ministry of Foreign Affairs on Sunday.</p>
<p>Read:&nbsp;<a href=""https://www.unb.com.bd/category/Bangladesh/pms-daughter-putul-thanks-joe-biden-for-warm-hospitality/122430"">&nbsp;PM's daughter Putul thanks&nbsp;Joe Biden for 'warm hospitality'&nbsp;&nbsp;</a></p>
<p>The USAID&rsquo;s Assistant Administrator of the Bureau for Asia Michael Schiffer, the US Department of States Deputy Assistant Secretary at the Bureau of South and Central Asian Affairs (SCA) Afreen Akhter, and CDA of the US Embassy in Dhaka Helen LaFave were present at the meeting.</p>
<p>Besides, Bangladesh Ambassador to the US Muhammad Imran and Director General of Foreign Ministry&rsquo;s North America Wing Khandker Masudul Alam and other officials from the ministry were present.</p>
<p>The discussions centred around exploring new avenues to deepening the existing relationship. Economic cooperation, trade and investment, Rohingya humanitarian response, climate change, and energy were in focus during the meeting.</p>
<p>The Foreign Minister reiterated Bangladesh&rsquo;s steadfast position in favour of peace and against any form of war.</p>
<p>He asked for US to use its leverage to achieve a permanent ceasefire in Gaza.</p>
<p>Read:&nbsp;<a href=""https://www.unb.com.bd/category/Bangladesh/pm-hasina-greets-new-us-president-joe-biden/63656"">PM Hasina greets new US President Joe Biden</a></p>
<p>Hasan also hoped for the Russia-Ukraine war to end.</p>
<p>The extradition of Bangabandhu&rsquo;s self-confessed killer Rashed Chowdhury from the US was also discussed.</p>
<p>He also asked for the withdrawal of the US sanction on RAB.</p>
<p>Earlier, US President Joe Biden wrote to Prime Minister Sheikh Hasina expressing his willingness to work together to achieve Bangladesh&rsquo;s economic goals. He also expressed willingness to partnering with Bangladesh on the shared vision for a free and open Indo-Pacific.</p>
<p>As the two countries embark on the next chapter of the US-Bangladesh partnership, Biden said he wants to convey the sincere desire of his administration to continue their work together on regional and global security, economic development, climate change and energy, global health, humanitarian support, especially for Rohingya refugees, and more.</p>
<p>Read more: <a href=""https://www.unb.com.bd/category/Politics/fakhrul-showers-praises-on-joe-biden-kamala-harris/60289"">Fakhrul showers praises on Joe Biden, Kamala Harris</a></p>
<p>&ldquo;We have a long and successful history of working together to solve problems, and our strong people-to-people ties are the foundation of this relationship,&rdquo; the US President wrote to PM Sheikh Hasina.</p>"";}s:5:""image"";a:1:{i:0;N;}s:8:""captions"";a:1:{i:0;N;}s:3:""alt"";a:1:{i:0;N;}}",2024-02-26 12:46:05,2024-02-26 13:32:27
"Bangladesh committed to ensuring protection, monitoring of its natural resources: Saber Hossain",Kazi Farzana Haque,https://unb.com.bd/category/Sports/Others/131575,https://cosmosgroup.sgp1.cdn.digitaloceanspaces.com/news/3468933.webp,Bangladesh,Others,"Bangladesh committed to ensuring protection, monitoring of its natural resources: Saber Hossain","a:4:{s:7:""details"";a:1:{i:0;s:3528:""<p>Environment, Forest and Climate Change Minister Saber Hossain Chowdhury has said the government of Bangladesh is committed to ensuring the protection and monitoring of its natural resources.</p>
<p>""The National Forest Inventory is the first stage to obtain a strong and digitalized resource database,"" he said while inaugurating a programme on Sunday.</p>
<p>The minister said this database will be an asset to materialise their target under the SDG goals and international declarations as well as better management of resources.</p>
<p>Food and Agriculture Organization of the United Nations (FAO) Representative in Bangladesh Dr Jiaoqun Shi said information of the National Forest Inventory will be used to complete international reporting as well as strengthening the country&rsquo;s resource monitoring system.</p>
<p>""This will help building a strong information system for the forests. FAO continues to support Bangladesh and its people in protecting their natural resources.&rdquo;</p>
<p>The Food and Agriculture Organization of the United Nations organized the inauguration programme of the 2nd National Forest Inventory of Bangladesh jointly with the Forest Department of Bangladesh.</p>
<p>Dr Farhina Ahmed, Secretary, Ministry of Environment, Forest and Climate Change, Bangladesh attended the event chaired by Md Amir Hosain Chowdhury, Chief Conservator of Forests.</p>
<p>National Forest Inventory will take place across the country by the Bangladesh Forest Department under the technical assistance of the Food and Agriculture Organization of the United Nations; it is supported by the World Bank under the Sustainable Forests and Livelihoods (SUFAL) Project.</p>
<p>Bangladesh will conduct national-level forest inventory to collect the biophysical and socioeconomic data across the country. Identifying the status of the forest resources and their dependency will pave the way for better management of forest resources, FAO said on Monday.</p>
<p>The event brings all relevant national stakeholders and shares the process and technological aspects used in this inventory.</p>
<p>State-of-the-art methodologies in forest monitoring under this extended project, around 1 858 sample plots in forests will be visited to assess the net forest resources.</p>
<p>Around 6 400 households will be surveyed to enumerate the communities' dependency on forest resources.</p>
<p>Advanced tools and technologies will be introduced to maintain higher accuracy and consistency of the National Information System.</p>
<p>Bangladesh will be the first country in Southeast Asia to use these technologies for the forest inventory at the national level.</p>
<p>The main objective of the project is to strengthen the country&rsquo;s existing National Forest Management System and increase precision in forest monitoring, using state-of-the-art technical methodologies.</p>
<p>Representatives from various entities including the officials of the Ministry of Environment, Forest, and Climate Change (MoEFCC), officials from the Forest Department and Department of Environment, and other pertinent Ministries, Divisions, and Agencies participated in the event.</p>
<p>National-level natural resource planners, multiple government agencies, universities, and both national and international development partners and representatives from relevant NGOs, civil society organizations (CSOs), the private sector, research/academic institutions, and stakeholders from the project's target geographies were also present.</p>"";}s:5:""image"";a:1:{i:0;N;}s:8:""captions"";a:1:{i:0;N;}s:3:""alt"";a:1:{i:0;N;}}",2024-02-26 14:11:48,
"Conference in Dhaka highlights international medical collaboration, promising advancements",Karim Waheed,https://unb.com.bd/category/Sports/Others/131576,https://cosmosgroup.sgp1.cdn.digitaloceanspaces.com/news/3694209.webp,Bangladesh,Others,"Conference in Dhaka highlights international medical collaboration, promising advancements","a:4:{s:7:""details"";a:2:{i:0;s:934:""<p>&lsquo;Advances in Medical Science, Research and Innovation in the 21st Century&rsquo; conference was held at the InterContinental Dhaka on Monday. The event, a collaborative effort by the Bangladesh Private Medical College Association (BPMCA) and Tafida Raqeeb Foundation, witnessed the convergence of over 50 distinguished doctors from Europe and the UK with their Bangladeshi counterparts.</p>
<p>Participants praised the effort to bring such an array of foreign expertise to Bangladesh, emphasizing the event&rsquo;s role as a pivotal moment for future international collaborations in healthcare.</p>
<p>Throughout the week, the visiting physicians will extend their expertise beyond the conference halls, providing complimentary medical services across various locales in Sylhet, as announced by the organisers. This gesture not only exemplifies international solidarity but also directly benefits the local communities.</p>"";i:1;s:1139:""<p>The conference featured insightful keynote addresses by renowned experts such as Prof Philippe Minashe, Prof Kumaran Diva, Prof Matthias Koepp, Prof Ronit Pressler, and Prof Massimiliano Serafino. Esteemed guests, including Dr AKM Abdul Momen, former foreign minister and Chairman of the Standing Committee on Foreign Affairs, and Prof Dr Sharfuddin Ahmed, Vice-Chancellor of Bangabandhu Sheikh Mujib Medical University, graced the event, underscoring its significance.</p>
<p>Dr MA Mubin Khan, President of BPMCA, expressed the organisation&rsquo;s commitment to the continuous enhancement of Bangladesh&rsquo;s medical sector through such enriching exchanges. &ldquo;Our aim is to ensure that Bangladeshi doctors are abreast of the latest in medical technology, research, and innovation without leaving home,&rdquo; he stated, appreciating the support from Tafida Raqeeb Foundation and all involved.</p>
<p>Shelina Begum, president and founder of Tafida Raqeeb Foundation, reiterated the foundation&rsquo;s dedication to offering free medical services to those in need and its role in fostering the growth of the medical sector.</p>"";}s:5:""image"";a:2:{i:0;s:25:""news/details/1918655.webp"";i:1;N;}s:8:""captions"";a:2:{i:0;N;i:1;N;}s:3:""alt"";a:2:{i:0;N;i:1;N;}}",2024-02-26 14:18:33,2024-02-26 14:37:11
Police Week 2024 begins Tuesday,Kazi Farzana Haque,https://unb.com.bd/category/Sports/Others/131579,https://cosmosgroup.sgp1.cdn.digitaloceanspaces.com/news/1953296.webp,Bangladesh,Others,Police Week 2024 begins Tuesday,"a:4:{s:7:""details"";a:1:{i:0;s:1249:""<p>The six-day Police week-2024 will begin on Tuesday.<br /><br />The theme of this year&rsquo;s Police Week-2024 is &lsquo;Smart police smart country, Bangladesh of peace and progress&rsquo;.<br /><br />Prime Minister Sheikh Hasina will inaugurate the Police Week as the chief guest at Rajarbagh Police Lines on Tuesday.</p>
<p><a href=""https://www.unb.com.bd/category/Bangladesh/police-week-2023-president-calls-to-build-stronger-social-movement-against-drugs/107671"">Police Week 2023: President calls to build stronger social movement against drugs</a><br /><br />Deputy Commissioner of Dhaka Metropolitan Police (DMP) will lead the police parade as commander and police members of different contingents will participate in the parade.<br /><br />Thirty four policemen will receive Bangladesh Police Medal (BPM) and 60 others will receive President Police Medal (PPM) for their courageous work from December 01, 2022 to January 10, 2024.<br /><br />Besides, 95 policemen will receive BPM service medal while 210 PPM service medal.</p>
<p><a href=""https://www.unb.com.bd/category/Bangladesh/police-week-2022-begins-sunday/86353"">Police Week-2022 begins Sunday</a><br /><br />Police Week 2024 is scheduled to end on March 3.<br /><br /><br /></p>"";}s:5:""image"";a:1:{i:0;N;}s:8:""captions"";a:1:{i:0;N;}s:3:""alt"";a:1:{i:0;N;}}",2024-02-26 15:08:19,
"Energy experts, economists oppose govt plan to raise electricity tariff",Karim Waheed,,https://cosmosgroup.sgp1.cdn.digitaloceanspaces.com/news/4158672.webp,Special,,"Energy experts, economists oppose govt plan to raise electricity tariff","a:4:{s:7:""details"";a:1:{i:0;s:5874:""<p>Energy experts and economists are voicing strong opposition against the government’s proposal to further increase electricity tariffs in Bangladesh. They are urging a re-evaluation of the power sector’s financial management, specifically pointing out excessive and questionable spending as a more viable solution to the sector’s financial woes.</p>
<p>They observed that currently there is 42 percent surplus electricity that can be attributed to government’s deals to set up costly power plants.</p>
<p>“Rampant, unjust expenses – from state-owned company board remunerations to large-scale power purchase deals – underscore the need for financial rectification over tariff hikes,” eminent energy expert Prof SM Shamsul Alam said.</p>
<p><a href=""https://www.unb.com.bd/category/Bangladesh/bangladesh-to-welcome-indonesian-investment-in-power-and-energy-sector-nasrul-hamid/130356"">Bangladesh to welcome Indonesian investment in power and energy sector: Nasrul Hamid</a></p>
<p>In a recent statement, State Minister for Power, Energy, and Mineral Resources, Nasrul Hamid, hinted at an increase in electricity tariffs, starting from March, to counter the widening gap between production costs and sales revenues.</p>
<p>The move aims to alleviate financial pressures on the Bangladesh Power Development Board (BPDB) and the national economy.</p>
<p>“We have to adjust power tariff at both the retail and bulk level to cover the production cost. However, gas prices may be adjusted only for the power plants,” Hamid declared, assuring that the impact on retail consumers would be kept to a minimum.</p>
<p>Sources within the government revealed plans to implement a 5 percent hike in bulk electricity prices and a 3 percent increase at the retail level through an administrative order, bypassing traditional regulatory hearings.</p>
<p><a href=""https://www.unb.com.bd/category/Bangladesh/bangladesh-sweden-discuss-cooperation-in-green-energy-ict-with-more-investment/130041"">Bangladesh, Sweden discuss cooperation in green energy, ICT with more investment</a></p>
<p>According to Annual Report 2022-23 of the Bangladesh Power Development Board (BPDB), per unit production cost was Tk 11.33, while electricity was sold at Tk 6.7 per unit — incurring a loss of about Tk 4.63 per unit.</p>
<p>This imbalance has led to a staggering loss of Tk 47,788 crore for the fiscal year, as the government grapples with purchasing electricity from private and international sources at significantly higher rates.</p>
<p>The government has been facing great trouble as it has to purchase electricity worth Tk 82,778 crore from private sector power producers, while it generates electricity worth Tk 13,307 crore from its own plants.</p>
<p>The annual report also shows that BPDB’s average per unit production cost from its own plants is Tk 7.63, while it is Tk 14.62 at the independent power producers or IPPs (private sector). At rental plants, the cost is Tk 12.53, at public plants Tk 6.85, and power imported from India cost Tk 8.77 per unit.</p>
<p> </p>
<p>Sources in the BPDB said that in the last decade and a half, electricity prices have been increased on 11 occasions at the wholesale level and on 13 occasions at the consumer level.</p>
<p>In the current fiscal 2023-24, the gap between production cost and selling rate has further widened, and now average production cost of each unit is about Tk 12 while it’s selling at Tk 6.7 per unit.</p>
<p>Prof Shamsul Alam, also senior vice president of the Consumers Association of Bangladesh (CAB), said the unjust expenses in the state-owned power and energy entities have been established in the hearings of the Bangladesh Energy Regulatory Commission (BERC).</p>
<p>“But no steps were taken by the Power and Energy Ministry to address those issues. Rather, the regulatory body’s authority was taken away and it was turned non-functional by amending the relevant law,” the energy expert told UNB.</p>
<p>He said that in every case the government was found reluctant to take action to reduce the unjust expenses in the power and energy sector.</p>
<p>He also observed that the Rapid Increase of Power and Energy Supply (Special) Act has been key in creating the unbearable situation for which the government has to provide a huge capacity charge to the private power plant operators and subsidy to state entities.</p>
<p>“Now, the reality is that despite having 42 percent surplus electricity, the country has to endure significant load shedding, even during winter,” he said.</p>
<p>He said that it’s “ridiculous” that despite such surplus electricity and an obligation of capacity charge putting pressure on the economy, the government has announced a plan to import 9,000 MW of electricity from abroad.</p>
<p>Economist and Research Director at Centre for Policy Dialogue, Khondaker Golam Moazzem, in a recent seminar showed through a study report that all political parties in Bangladesh, except the ruling Awami League, want to get rid of capacity payments in the power sector.</p>
<p>He said that the reduction of over-generated power capacity was missing in the Awami League’s election manifesto announced before the January 7 national election.</p>
<p>He also recommended shutting down the costly rental power plants immediately to reduce the overall cost.</p>
<p>M. Tamim, special assistant to the chief advisor of the former caretaker government, said that without reducing the cost, the onus of the increased production cost is being imposed on the consumer.</p>
<p>“This way, the government subsidies can be reduced by increasing the electricity tariff. But it will neither address the dollar crisis, nor resolve the fuel import problem. So, load shedding cannot be prevented by increasing the power tariff,” he said.</p>
<p> </p>
<p> </p>"";}s:5:""image"";a:1:{i:0;N;}s:8:""captions"";a:1:{i:0;N;}s:3:""alt"";a:1:{i:0;N;}}",2024-02-26 15:34:20,2024-02-26 16:30:52
REHAB election to be held on Tuesday,Kazi Farzana Haque,https://unb.com.bd/category/Sports/Others/131581,https://cosmosgroup.sgp1.cdn.digitaloceanspaces.com/news/4975268.webp,Bangladesh,Others,REHAB election to be held on Tuesday,"a:4:{s:7:""details"";a:1:{i:0;s:1324:""<p>The biennial election of 2024-2026 of the Real Estate and Housing Association of Bangladesh (REHAB) will be held on Tuesday.</p>
<p>Subrata Kumar Dey, joint secretary of the Ministry of Commerce and Chairman REHAB Election Board, told UNB on Monday that all preparations have been taken to hold the election in a free and fair manner.</p>
<p>The election will be held at Krishibid Institution Bangladesh (KIB), Farmgate in the capital. <br />A total of 15 voting booths have been set up.</p>
<p><a href=""https://www.unb.com.bd/category/Bangladesh/ready-apartments-selling-like-hot-cakes-at-rehab-fair/84735"">Ready apartments selling like hot cakes at REHAB fair</a></p>
<p>According to Rehab Election Board 2024, polling will continue uninterrupted from 10 am to 4 pm on Tuesday at the venue.</p>
<p>A total of 86 candidates are contesting for 29 director posts in Dhaka. <br />There are 7 candidates against three director posts in Chattogram. </p>
<p>Chairman of the REHAB Election Board Subrata also said that the voting process will be recorded and a transparent box will be used .<br /><a href=""https://www.unb.com.bd/category/Bangladesh/building-area-cut-33-53-cost-up-50-if-new-construction-act-implemented-rehab/81479"">Building area cut 33-53%, cost up 50% if new construction act implemented: REHAB</a></p>"";}s:5:""image"";a:1:{i:0;N;}s:8:""captions"";a:1:{i:0;N;}s:3:""alt"";a:1:{i:0;N;}}",2024-02-26 16:03:38,
